,0
10,"NEW DELHI: A local court has framed charges against 10 persons in a Delhi riots case, saying they were members of an unlawful assembly formed with an objective to create fear and panic amongst the Hindu community and threaten them to leave the country. According to the police, the 10 accused men resorted to violence and loot, and set ablaze the properties belonging to ""members of the Hindu community"" at Delhi's Bhagirathi Vihar area on February 25, 2020. Relying on the statements of witnesses, Additional Sessions Judge Virender Bhat said, ""Material on record prima facie discloses that the accused were the members of an unlawful assembly which had been formed with the object to create fear and panic amongst the people belonging to Hindu Community, to threaten them to leave the country and to cause arson, loot."" The judge, in an order dated December 13, framed charges against Mohd Shahnawaz, Mohd Shoaib, Shahrukh, Rashid, Azad, Ashraf Ali, Parvez, Mohd Faisal, Rashid, and Mohd Tahir. It has invoked sections 147 (rioting), 148 (rioting, armed with deadly weapon), 436 (mischief by fire), 452 (house-trespass with preparation to assault), 454 (lurking house-trespass), 392 (robbery), 427 (mischief) read with Section 149 (unlawful assembly) of the Indian Penal Code. The FIR was registered on a complaint filed by one Jagdish Prasad who said the rioters burnt his son's auto spare parts shop. Prasad also claimed that the mob threw a petrol bomb into the shop as a result of which it got burnt. He further stated that he, along with his two brothers, managed to escape from the rear gate to save their lives. Communal clashes had broken out in northeast Delhi in February 2020 after violence between the supporters of the Citizenship (Amendment) Act and those protesting against it spiraled out of control, leaving at least 53 people dead and over 700 injured. "
11,"NEW DELHI: The Delhi high court on Monday refused to grant bail to an accused in a case concerning the northeast Delhi riots of 2020, saying that there was ""pre-planned and pre-meditated conspiracy to disturb law and order in the city"" and events ""did not take place in a spur of the moment"". Justice Subramonium Prasad, while dealing with a bail application moved by one Mohd Ibrahim in the case concerning the alleged murder of Delhi Police head constable Ratan Lal, observed that there was a systematic disconnection and destruction of the CCTV cameras in areas near the place of the incident and ""innumerable rioters ruthlessly descended with sticks, dandas, bats, etc. upon a hopelessly outnumbered cohort of police officials"". ""The riots which shook the National Capital of the country in February 2020 evidently did not take place in a spur of the moment, and the conduct of the protestors who are present in the video footage which has been placed on record by the prosecution visibly portrays that it was a calculated attempt to dislocate the functioning of the Government as well as to disrupt the normal life of the people in the city,"" the court said. ""The systematic disconnection and destruction of the CCTV cameras also confirm the existence of a preplanned and pre-meditated conspiracy to disturb law and order in the city,"" it added. Dismissing the bail application of Ibrahim, the court stated that the available video footage showing the petitioner with the sword was ""quite egregious"" and sufficient to keep him in custody. ""A perusal of the material on record has revealed to the court that the petitioner has been identified on multiple CCTV footages, carrying a sword and instigating the crowd. The clinching evidence that tilts this Court towards prolonging the incarceration of the Petitioner is that the weapon which is being carried by the Petitioner is capable of causing grievous injuries and/or death, and is prima facie a dangerous weapon,"" the court stated. The judge while acknowledging the importance of personal liberty in a democratic polity, clarified that ""individual liberty cannot be misused in a manner that threatens the very fabric of civilized society by attempting to destabilise it and cause hurt to other persons"". ""Even though the petitioner cannot be seen at the Scene of Crime, he was a part of the mob for the sole reason that the Petitioner had consciously traveled 1.6 km away from his neighborhood with a sword which could only be used to incite violence and inflict damage,"" the court said. The petitioner, Ibrahim, was arrested in December 2020 and has been in judicial custody since then. He sought bail on the ground that he never participated in any protest or the riots at any point in time and the place on a record by the prosecution did not place him anywhere close to the scene of the crime. The court, in a separate order, granted bail to one Saleem Khan, saying that in the absence of any material to show that he was a part of the unlawful assembly at the crime scene, the veracity of the allegations levelled against him can be tested during trial. "
12,"NEW DELHI: A Delhi has granted bail to four people in three murder cases related to the northeast Delhi riots after the sole eyewitness did not identify the accused during his deposition. Additional sessions judge Virender Bhat granted relief to Ashok Kumar, Jitender Kumar, Ajay and Shubham on furnishing a bail bond of Rs 10,000 with one surety of like amount each. The accused had sought bail after witness Shashi Kant did not identify them. The court noted that keeping in mind the nature of the deposition of the witness, the special public prosecutor, appearing for police, fairly submitted that he had no objection to the bail applications. ""Considering the nature of the testimony of witness Shashi Kant, which was recorded in this case and taking into account no objection given by the SPP, the bail application is hereby allowed,"" it said in similar orders passed on the three cases related to rioting in Dayalpur. It directed the accused not to leave the territory of NCT of Delhi during the trial and to appear before the court on each and every date of hearing. The cases relate to the alleged murder of Ashfaaq, Zakir and Mehtab, who were caught and severely beaten up by a mob during the communal violence on February 25, 2020, which ultimately led to their death. A perusal of the postmortem report of deceased Zakir revealed that he had received as many as 22 injuries, out of which seven injuries were so grave in nature that they itself were sufficient to cause death of any person in ordinary course of nature. A review of the postmortem of Ashfaaq revealed that he had received 31 injuries, out of which one injury was sufficient to cause death under ordinary circumstances. All the injuries were fresh before death. Some of the injuries were caused by a sharp-edged weapon and the rest were due to application of the blunt force. The postmortem of Mehtab showed that he had received 11 injuries, out of which three injuries were opined to be caused by a sharp-edged sword and were so grave in nature that they itself were sufficient to cause death of any person in ordinary course of nature. At the stage of hearing of their earlier bail arguments, the court had noted that the eyewitness, who was a resident of the locality, had duly identified the accused allegedly indulging in rioting while one of them was carrying a sword. "
13,"NEW DELHI: Congratulating the Delhi Police for a fair investigation into the Delhi riots cases, Union home minister Amit Shah on Wednesday said that the department has done the job of presenting the rioters before the courts with strictness and justice. ""I congratulate Delhi Police for the role it played during the Covid pandemic and the Delhi riots, particularly for fair and strict investigation of the riots,"" the Home Minister said at the 75th Raising Day parade of Delhi Police. Communal riots broke out in the national capital in February, 2020, during which over 50 people were killed. Since then the Delhi Police has been investigating the riots and has detained and produced several accused people before the courts. A total of 695 cases are being investigated by north-east district police while 62 cases such as murders were transferred to the Crime Branch, where three dedicated special investigation teams investigated the cases under continuous monitoring of superior officers. On January 20, a Delhi court sentenced a man for 5 years, convicted for burning down the house of a 73-year-old woman. With inputs from IANS"
14,"NEW DELHI: A court in Delhi on Wednesday deferred its order on the immediate release of JNU students Devangana Kalita and Natasha Narwal, who have been granted bail by the high court in the riots 'conspiracy' case, for Thursday. ""Order could not be passed due to the heavy board of bail applications listed before the undersigned. Be put up for orders tomorrow at 11 am,"" additional sessions judge Revinder Bedi stated. Delhi riots: High court grants bail to student activists, says state blurred lines between right to protest & an act of terrorEarlier in the day, the judge had reserved the order on their application for today after hearing lengthy arguments from the prosecution and counsel for the accused. On Tuesday the Delhi high court had granted bail to Narwal, Kalita and Jamia Millia Islamia student Asif Iqbal Tanha and directed them to furnish a personal bond of Rs 50,000 each along with two sureties of the like amount. After the bail, two women activists moved the trial court seeking their immediate release from jail. The Delhi police during the course proceeding sought more time from the court to verify their addresses, sureties and authenticity of the Aadhaar cards before releasing them on bail. The judge was further apprised that three days would be required to complete the verification process. Advocate Adit Pujari, representing the accused, objected to it and alleged that the police was intentionally delaying their release despite the order of the high court. ""You are keeping them in illegal custody. I have been granted bail and 24 hours have passed since then,"" he said. The three student activists were arrestedMay 2020 were accused of being the ''masterminds'' of the February 2020 violence. 53 people were killed in the riots and hundreds injured. They were arrested under the stringent Unlawful Activities (Prevention) Act (UAPA). The Delhi Police has moved the Supreme Court challenging the high court judgements granting them bail in the case. "
15,"NEW DELHI: Shahrukh Pathan, who had allegedly pointed a gun at a police head constable during the 2020 Delhi riots, on Thursday told a court that he did not fire shots at the cop and merely wanted to scare him and not kill, a claim opposed by the prosecution. A photograph of Pathan pointing a gun at Delhi Police head constable Deepak Dahiya had gone viral on social media during the communal riots last year.  He was arrested on March 3, 2020, and is currently lodged in Tihar Jail. To show that there was no attempt to murder the cop, senior advocate Menaka Guruswamy, representing Pathan, played a 26-seconds long video of the incident in the court and said that the accused fired two shots - one in the air and second to his right, following which he had a heated conversation with Dahiya and turned back. Additional sessions judge Amitabh Rawat then asked the lawyer to replay the video and pointed towards the position of Pathan's gun just before he shot fire in the air.  ""Look at the position of his gun. It is not pointed up. It is straight [at Dahiya]. When he is taking the aim, it is straight,"" the judge noted. The advocate, however, clarified that neither of the two gunshots was aimed at the head constable.  ""The state's case is based on Dahiya. He is the potential victim and is not fired at. The first is in the air and the second is on the right,"" she said. Guruswamy added, ""If I (accused) wanted to shoot him, I would have but that was not the intention. The accused turned around and ran away. Does any of this demonstrate the intention to kill or shoot him? At best, this is the intention to scare."" Pathan's counsel said that he did not shoot Dahiya but instead asked him to step back.  ""We had a conversation as heated as it can be and then we retreated. Where is the intention to kill?"" she submitted. She further said, ""I had ample opportunity in this 26 seconds to kill Dahiya or to say the least to injure him. I am trying to scare him. Objectionable as it is for a citizen to scare a police officer, Section 307 IPC [attempt to murder] is not made out because I had no intention to kill."" Special Public Prosecutor Anuj Handa, appearing for the police, said that the accused had clearly pointed the gun at the cop. Opposing Guruswamy's arguments that Pathan had no intention to kill the cop, Handa said, ""The gun is pointed slightly downwards directly at the head of the complainant. His hand going upwards is because of the recoil after shots are fired."" ""The question I ask myself is this, during the first part of the video, he shoots at the different directions of the mob, who might be belonging to the different community. Suppose any person would have succumbed to the injuries, would the offence not have been made out?"" the prosecutor asked. Pathan is facing charges of offences such as rioting with a deadly weapon, an attempt to murder, assault, and obstructing public servants in the discharge of duty under the Indian Penal Code (IPC) and the Arms Act. Communal clashes had broken out in northeast Delhi in February 2020, after violence between the Citizenship (Amendment) Act supporters and its protesters spiraled out of control leaving at least 53 people dead and over 700 injured. "
16,"NEW DELHI: A Delhi court has framed charges of murder and rioting against 12 people for the lynching of a man during the 2020 Delhi riots, reports Usha Das.  The prosecution told additional sessions judge Virender Bhat that the accused were members of an unlawful assembly on February 25 and 26, and their aim was to avenge the death of some members of their community. To this end, they allegedly bludgeoned one Aas Mohammad to death. The special public prosecutor, appearing for Delhi Police, submitted that messages sent on a WhatsApp group during the riots clearly reveal the 12 had hatched a conspiracy. The counsel for the accused conceded the charges for all the offences except that of criminal conspiracy. Charges framed under Section 144 Later, additional sessions judge Virender Bhat framed charges against the accused under sections 144 (joining unlawful assembly armed with deadly weapon), 147 and 148 (rioting), 149 (unlawful assembly), 302 (murder) IPC. He, however, discharged all of them from the charge of criminal conspiracy. "
17,"NEW DELHI: A court has framed charges of rioting and other offences against three men for allegedly setting a mosque on fire during the northeast Delhi riots, noting that the delay in recording the statements of two witnesses couldn't be held fatal to the prosecution case at the stage of deciding charges. Additional sessions judge Virender Bhat framed charges of rioting, unlawful assembly and arson against Deepak, Prince and Shiv for allegedly vandalising and setting the Janati mosque on fire on February 24, 2020 in Gokalpuri. ""No doubt, the statements of these two witnesses have been recorded on September 5, 2021, but they have clearly mentioned that they did not disclose the incident to police on account of fear and it is when police reached their shop in Ganga Vihar for making inquiries regarding their complaint in (another) case that they garnered courage to make a statement in this case,"" the court said on February 11. It also noted that constables Raksh and Vipin stated that when they reached Ganga Vihar along with the investigating officer on March 9, 2020, head constable Mahesh had told them that these three rioters, along with two associates, who allegedly committed vandalisation and arson in the mosque, were present in the A block park. Mahesh had identified all of them in a CCTV footage given to him by a secret informer, the cops said. Police arrested the accused after this, and ""therefore, it cannot be said the arrest of the accused on March 9, 2020 was without any evidence"", the court pointed out. ""The evidence was there in the shape of video footage... though the CD containing it was seized by the investigating officer on the next day,"" it added. The counsel for the accused had argued that the initial chargesheet was filed without any evidence against them and two of the witnesses were planted later. "
18,"NEW DELHI: With more bodies being recovered from drains and people in hospitals dying of injuries, the death toll in the north-east Delhi communal riots rose to 38 on Thursday. However, no incident of violence has been reported since Tuesday night and life is slowly returning to normal. Prohibitory orders imposed under Section 144 will be relaxed for 10 hours on Friday in view of the improvement in the ground situation. Delhi Police has arrested over 130 people, detained over 400 and registered 48 FIRs. It has also booked Aam Aadmi Party councillor Tahir Hussain and his associates in the case of murder of Intelligence Bureau official Ankit Sharma. He is yet to be arrested. Sharmaâs case, along with other cases of riots, have been transferred to the crime branch and a special investigation team (SIT) â as reported by TOI on Thursday â has been set up to probe the case. Delhi violence: Live updatesThe SIT will also probe a âlarger conspiracyâ, which cops suspect was hatched over a period. Their suspicion has been strengthened by the recoveries made from the area which include improvised hand grenades tied with rope and âbottle bomb launchersâ which resemble a big-size slingshot tied to trees or fences to make it look like swings. These arrangements could not have been made overnight, said a source. Meanwhile, chief minister Arvind Kejriwal announced on Thursday that Delhi government will bear all medical expenses of the riot victims even if they are admitted to private hospitals and give up to Rs 10 lakh as compensation to the kin of the dead and up to Rs 5 lakh each to those who have lost their houses and shops in the riots. Eighteen subdivisional magistrates (SDMs) have been deployed to monitor the relief and rehabilitation operations. The Delhi LG on Thursday reviewed the situation and directed the police to ensure continued and adequate deployment of force apart from carrying out enhanced patrolling and area domination exercises. Four teams of Delhi FSL â physics, biology, chemistry and photo â visited several spots in the area to lift samples. The authorities will now make efforts for quick disposal of burnt vehicles, lifting of malba, clearing of animal carcasses and repair of roads, signages, government assets and religious structures, in coordination with the police. âThe LG has also asked for setting up of sufficient number of shelter homes with basic amenities, including beddings, blankets, medicines, food, sanitation and clean drinking water, ensuring timely medico-legal certificates and post-mortem reports etc. to the victims and their families,â said a government official. The principal secretary (law) was asked to coordinate with the district legal services authorities to provide immediate legal aid to the victims. Arrangements are being made in coordination with IHBAS for counselling of riot victims to treat those with post-traumatic stress disorder and any other issues. The LG has also asked the revenue department to adopt confidence-building measures and make a quick survey of the quantum of loss to individuals, families, business establishments, shops and institutions and ensure speedy compensation. Special CP Sundari Nanda, assisted by East Delhi Municipal Corporation officials, health department and district administration, will meet the injured and families of the deceased personally and ensure that all steps are taken to provide them help. Delhi Police has appealed to people residing in north-east Delhi that if they had witnessed violent incidents, they should come forward and share their ordeal and videos with the police. The locals can also send videos and pictures through WhatsApp on two mobile numbers â8750871221 and 8750871227. Watch Delhi riots: Bodies found in drains, death toll rises to 38"
19,"NEW DELHI: Activist Khalid Saifi, accused in a case related to the larger conspiracy in northeast Delhi violence in 2020, on Wednesday told a court that Delhi police was attempting to communalise the matter. He made the submissions through his counsel before Additional Sessions Judge Amitabh Rawat, who reserved the order on his bail application. Senior Advocate Rebecca John, appearing for Saifi, told the court that the evidence produced by the Delhi police did not add up as it was based on conjectures and surmises. The senior advocate referred to the submission made by the prosecution that protest was communal, was not organic and it was a conspiracy of silence. ""My friend (public prosecutor) said protests were communal, not organic. Let us assume, even if it was not organic. Protests are organised. So what? Prosecution has sought to communalise this case. One community (was) affected by this bill (Citizenship (Amendment) Act). It is their right to protest"", she said. ""Why is prosecution attempting to communalize the narrative? Don't lay the narrative on one community. Don't brush aside the actions of Delhi Police, that too apparent from a reading of this WhatsApp group,"" the counsel said. She referred to a message which read Delhi Police breaking public cameras to avoid accountability. ""But no investigation was made into this,"" she said. John further submitted that the prosecution was relying on some chats in the Delhi Protest Support Group (DPSG). She shared the screenshot of a message sent by Khalid Saifi in the group which read, 'open, clear, inaction of police for the violence. The CM must be held accountable for the same. Protest must be held outside his residence.' ""How this incriminates me (Saifi) beats my reasoning or imagination. I own the message,"" she said. The court, meanwhile, adjourned the arguments on the bail plea of former JNU student Umar Khalid for Friday on a plea by his counsel. She further submitted that none of the ingredients under section 15 ( terrorist act) and section 17 ( terror funding) UAPA, levelled against Saifi, were met. Even for Section 18 (conspiracy to commit Terrorist Act) of UAPA were not satisfied, the counsel said. Saifi, along with several others, has been booked under the anti-terror law in the case for being the ""masterminds"" of the February 2020 riots, which had left 53 people dead and over 700 injured. The violence had erupted during the protests against the CAA and the National Register of Citizens. Besides him, former JNU student leader Umar Khalid, JNU students Natasha Narwal and Devangana Kalita, Jamia Coordination Committee members Safoora Zargar, former AAP councillor Tahir Hussain and several others have also been booked under the stringent law in the case. "
20,"NEW DELHI. Delhi police's failure to conduct a proper investigation into the 2020 riots was a ""colossal"" and ""criminal"" waste of taxpayers' time and money, and will ""torment the sentinels of democracy"", a court observed while discharging three people. Read AlsoDelhi riots: Court says failure to conduct proper probe will torment sentinels of democracyThe court noted that there was no CCTV footage of the incident to confirm the presence of the accused at the spot, no independent eye witness, and no evidence regarding the criminal conspiracy.Delhi Court while discharging an accused in the Delhi Riots case today said âhistory will look back on the failureâ¦ https://t.co/eWfvouHhoa— Nalini (@nalinisharma_) 1630600607000Further, the Delhi high court while granting bail to five accused of a north-east Delhi riots case on Friday said that right to protest and express dissent occupies a fundamental stature in a democratic polity and therefore sole act of protesting should not be employed as a weapon to justify the incarceration of those exercising it. Read AlsoDelhi riots: Right to protest, dissent occupies fundamental stature, says high court; grants bail to 5Justice Subramonium Prasad, in five separate verdicts, granted bail to accused Mohd Arif, Shadab Ahmad, Furkan, Suvaleen and Tabassum, who are facing prosecution for the murder of Delhi Police head constable Ratan Lal during the north-east Delhi riots in 2020.Here's how netizens reacted to court's observation à¤®à¥à¤°à¤¾ à¤à¤¼à¤¾à¤¤à¤¿à¤² à¤¹à¥ à¤®à¥à¤°à¤¾ à¤®à¥à¤à¤¸à¤¿à¤« à¤¹à¥à¥¤à¤à¥à¤¯à¤¾ à¤®à¤¿à¤°à¥ à¤¹à¤à¤¼ à¤®à¥à¤ à¤«à¥à¤¸à¤²à¤¾ à¤¦à¥à¤à¤¾à¥¤à¥¤âDelhi Riots will be remembered in history for failuâ¦ https://t.co/uSYJQaTURY— Nigar Parveen (@NigarNawab) 1630649342000Delhi Riots will be remembered in history for failure of Delhi Police to conduct proper investigation says Delhi coâ¦ https://t.co/b3XSAQNwQm— Mahua Moitra (@MahuaMoitra) 1630644817000Umar Khalid's bail: Delhi Police has relied on unsubstantiated slogans from the JNU 2016 (Tukde tukde gang) case asâ¦ https://t.co/8QwNm7R125— Aishwarya S Iyer (@iyersaishwarya) 1630650559000'Grave injustice to sacrifices of Ratan Lal and Ankit Sharma' ""Botched up investigation by Delhi Police in #DelhiRiots'"" says Delhi courtSuch grave injustice to sacrifices of Aâ¦ https://t.co/YB0eqLpRRL— Ritu (à¤¸à¤¤à¥à¤¯à¤¸à¤¾à¤§à¤) #EqualRightsForHindus (@RituRathaur) 1630669511000'Not the first time criminals got away due to Delhi Police's incompetence' So Delhi Police failed to provide proof in court against Aapiya Tahir Hussain's brother & a few others, all acquittâ¦ https://t.co/n21mjNFUCi— Mr Sinha (@MrSinha_) 1630672259000Delhi court accuses delhi police under 303 of poor investigation in #DelhiRiots caseDischarges Tahir Hussain's broâ¦ https://t.co/iMBSojBquS— Ritu (à¤¸à¤¤à¥à¤¯à¤¸à¤¾à¤§à¤) #EqualRightsForHindus (@RituRathaur) 1630649413000'Amit Shah's responsibility' Will any TV anchor/editor ask question to â¦@AmitShahâ© ? Delhi police is directly under his supervision ! https://t.co/Tk7KOdALds— ashutosh (@ashutosh83B) 1630650044000It seems RW has forgotten that Delhi Police reports to Hon. HM Amit Shah.— ÄdarÅa JhÄ (@adarshrjha) 1630668021000'One of the most malafide and inept investigations' Numerous instances of Delhi Police's lack of commitment to ensure justice to the victims of Delhi riots have been eâ¦ https://t.co/814Zjuz103— O M A Salam (Chairman, PFI) (@oma_salam) 1630685959000The Delhi riots investigation by the Delhi police will go down in history as one of the most malafide and inept invâ¦ https://t.co/PbXVAHvxCp— Prashant Bhushan (@pbhushan1) 1630597057000"
21,"NEW DELHI: Delhi High Court on Tuesday pulled up police over their investigation into an incident in which a 23-year-old man was killed after being forced to sing the national anthem during the 2020 northeast Delhi riots. The status report submitted by police is âneither here nor thereâ, the court said. Justice Mukta Gupta also questioned police over the increased number of injuries â 20 â recorded in the postmortem report of the deceased, Faizan, compared with the medical report prepared prior to his detention in police custody where only three injuries were mentioned. âYou have done your level best? These were five children who were assaulted. One has died and four are surviving. Have you got it identified from them? In any case, police will start the investigation from an eyewitness. It is an offence of murder, right? In this case, you have not taken the help of eyewitnesses, but have gone all over the world,â the court said. It said that till date, police had not bothered to take the statements of the eyewitnesses or recorded the statement of the five accused seen beating the victim in the video. âWhat kind of investigation have you done?â Appearing for the victimâs mother, Kismatun, advocate Vrinda Grover contended that police filed the status report in a sealed cover though there was no such direction from the court. The incident relates to a video in which Faizan could be seen allegedly being beaten by policemen while being forced to sing the national anthem and say Vande Mataram. Kismatun has sought a probe by a special investigation team into the death of her son, who, along with four other Muslim men, was seen in the video. The plea alleged that police had illegally detained her son and denied him critical healthcare, due to which he succumbed to the injuries on February 26, 2020. After examining the sealed report, the court said âit is neither here nor there and nothing substantial has been stated in it.â "
22,"NEW DELHI: A court has framed charges of rioting and arson against two persons in two separate cases of the northeast Delhi riots, saying if the material on record remained unrebutted during the trial, the conviction of the accused was reasonably possible. Additional sessions judge Virender Bhat, however, discharged Firoz and Mohd Anwar in two other cases, saying there was no evidence against the accused. The court framed charges against them in a case of alleged looting and setting ablaze shops in Dayalpur in February 2020. It noted that it was true that in his complaint, the complainant had not made any prayer for setting in motion the legal machinery to nab the culprits; but had he not wanted so, he would not have approached the police station and visited the office of the subdivisional magistrate concerned with the demand for compensation. The court said it was the mandatory duty of the officer-incharge of a police station to register the FIR on the basis of a complaint if the same disclosed the commission of a cognisable offence. âThe officer-incharge of the police station cannot refuse registration of the FIR merely for the reason that no such request has been made in the complaint. It is for him to examine the complaint in order to ascertain whether or not any cognisable offence has taken place and if so, to register the FIR,â the court observed. It further said the witness and constable Vikas, who was the beat officer on duty, clearly identified the accused persons as allegedly being part of the unlawful assembly. âI find sufficient prima facie evidence on record to frame charges against the accused and put them to trial,â the judge said. While discharging them in two other riot cases, the court said the witness, constable Ankit, had nowhere stated that he had seen the accused indulging in vandalisation and arson in the shops/houses of the complainants. âIt does not appear from the entire material on record that at the time of apprehending these two accused, there was any material with the IO showing their involvement in the riotous incidents,â it remarked. It further noted that none of the complainants had given the name or any identification mark of any alleged rioter. "
23,"NEW DELHI: A court in Delhi on Monday deferred the pronouncement of its order on the bail application of former Jawaharlal Nehru University (JNU) student Umar Khalid in a case related to the alleged larger conspiracy behind Delhi riots. Additional Sessions Judge Amitabh Rawat of Karkardooma court will now pronounce the order next Monday (March 21). On March 3, the same bench had reserved its order on Khalid's bail plea after hearing the submissions of parties in the matter. Opposing the bail plea, Special Public Prosecutor (SPP) Amit Prasad argued on the relevance of the speech given by Umar Khalid in Amravati in February 2020. He said the bail application was rejected on February 11, pointing out that the announcement of Donald Trump visiting India came on the same day. During the course of the hearing, Khalid's counsel, opposing the charges under the Indian Penal Code and UAPA, termed the charge sheet a 'work of fiction'. He argued that the speech given by Khalid was about Gandhi, harmony, and the Constitution, and it is not a crime. After the submissions, the court had reserved the order. Khalid, one of the accused in the conspiracy case, has been booked under the anti-terror law -- Unlawful Activities (Prevention) Act (UAPA). The riots broke out in northeast Delhi in February 2020 after clashes between anti-CAA (Citizenship Amendment Act) and pro-CAA protesters took a violent turn. The mayhem, which coincided with then US President Donald Trump's maiden trip to India, saw over 50 people lose their lives and over 700 injured. "
24,"NEW DELHI: A Delhi court has discharged five accused people in a northeast Delhi riots case, saying it would be sheer wastage of judicial time if the charges are to be framed against them upon considerations of the evidence on the basis of which they have to be acquitted later on. The case pertains to vandalism and setting shops on fire at Sonia Vihar. Additional sessions judge Virender Bhat discharged Ajay, Rohit Saxena, Utkarsh, Raj and Harender Rawat of all the offences. âCharges cannot be framed against these accused upon taking into account the material annexed with the chargesheet on the basis of which there is no possibility of their conviction at the final stage,â the court said in an order on March 28. It noted that there was only one witness who is stated to have identified these accused as alleged assailants, but he had not identified them directly at the spot from the riotous mob. âHe (witness) is stated to have identified these accused as the rioters from the video footage shown to him by the IO (investigating officer) on 15.03.2020. There is no other witness who has identified, either directly or indirectly, these accused to be the assailants,â it added. The court, however, framed charges against Ashutosh, Vishwajeet and Hunny for the offences of rioting, arson and unlawful assembly. It said that they have been identified as alleged rioters by more than one witness. "
25,"NEW DELHI: Two years after Intelligence Bureau staffer Ankit Sharma lost his life in communal riots in northeast Delhi, the AAP government has given his younger brother a job in the state education department. Chief minister Arvind Kejriwal on Thursday handed over the appointment letter to Ankur Sharma, who has been posted as a junior assistant. In a series of tweets, Kejriwal accused BJP of doing âdirty politicsâ on the issue and leaving the Sharma family in a lurch. In a separate statement, AAPâs functionary and corporation in-charge Durgesh Pathak blamed BJP of âfuelling the riotsâ and asked it to âapologiseâ to the people of Delhi. BJP accused Kejriwal and Pathak of doing politics over the compensation package extended to the Sharma family and giving political patronage to AAPâs municipal councillor Tahir Hussain, who is one of the main accused in Ankitâs murder case. The AAP government had earlier provided financial aid of Rs 1 crore to Ankitâs family. Deputy chief minister Manish Sisodia, who also holds the education portfolio, was also present when Kejriwal met Ankit, accompanied by his mother and sister, at his office. Sisodia encouraged Ankur to join work at the earliest. Ankitâs body was found near a drain in Chand Bagh on February 26, 2020, a day after he went missing. The postmortem report revealed 51 stab wounds on his body. In March 2021, the Delhi cabinet approved the proposal of offering a government job to Ankur. It was then sent to the lieutenant governor for approval. After handing over the appointment letter to Ankur, Kejriwal tweeted in Hindi: âWe can never compensate for the loss of a loved oneâs life, but I hope this government job and an assistance of Rs 1 crore bring the family strength. We will continue to stand by them and support them whenever needed.â âBJP did dirty politics on the death of Ankit Sharma and then left his family unattended. We didnât do any politics, kept in constant touch with the family and helped them at every stage,â he further tweeted. Pathak said the Kejriwal government fulfilled its promise of giving a government job to Ankur despite his brother being a central government employee. âBJP must explain why the Centre did not offer his family a job when Ankit worked for their agency,â he added. Delhi BJP spokesperson Praveen Shankar Kapoor, however, said it was the constitutional duty of the state government to extend relief packages to riot victims. âItâs really saddening that Delhi government and AAP are extending the relief package after a delay of two years,â he added. âIf Kejriwal and Pathak are really sensitive towards Ankitâs family, they should tell people why his murder accused Tahir Hussain has not been expelled from AAP,â said Kapoor. "
26,"NEW DELHI: In the first order convicting a man in a north-east Delhi riots case, a local court has said the circumstances in which members of the Muslim community were identified and beaten up by a mob and the fact that the accused, who was amongst the rioters, was armed are sufficient to indicate beyond any doubt he shared the common objective to assault Muslims and damage their properties. TOI reported in its Tuesday edition that the court on Monday convicted Dinesh Yadav (25) for being part of the mob that had set on fire a 73-year-old woman's house in Gokalpuri on February 25, 2020. The woman was not present in the house when the incident occurred. Additional sessions judge Virender Bhat said though the evidence on record did not indicate that Yadav had directly committed the offence, yet he was to be held guilty of all the offences committed by the members of unlawful assembly because he shared their common objective and knew that these offences were likely to be committed. While delivering the judgement, the court took note of ""the circumstances in which members of the Muslim community were identified and beaten, their vehicles damaged and their houses broken open, robbed and set ablaze by the rioters, comprising members of the other community"". It noted that the accused was armed with a wooden rod. These are ""sufficient to indicate beyond any doubt that he too shared the common object of the assembly and had knowledge that these types of incidents would be indulged in by the members of the assembly,"" the judge said in the order. The court noted that it was true that the testimony of the beat police officials and the two eyewitnesses to the incident revealed that Yadav had not taken an active part in vandalizing, looting or setting on fire the house of the complainant. However, it cannot be said that he was only a bystander or a passive spectator at the spot, said the court. TimesViewThe Delhi riots happened in February 2020. It is good that the first conviction has taken place. Hopefully more convictions will follow in the coming weeks. It is important that riot victims do not feel let down by the justice system.""The mere fact that he was not seen entering the complainant's house or vandalizing or looting or putting it on fire does not mean that he was a mere bystander,"" said the court. It added that the testimony of the beat police officials, on the other hand, clearly indicated that on February 25, 2020, Yadav was part of an unlawful assembly, consisting of 200-300 rioters who indulged in large-scale riots in Bhagirathi Vihar, Delhi. It observed that from the deposition of the prosecution witnesses, it was seen that the rioters belonged to the Hindu community whereas the victims were members of the Muslim community. "
